Well Name,WINS,Completion,API #10,Operating Company,Budgeting Area,Production Method,Foreman Name,Route Description,Pad Name,State,County,Formation,Member,Interval,Target,True Vertical Depth,Measured Depth,First Date,Last Date,First Oil Date,First Gas Sales Date,Base or Wedge,Surface Latitude,Surface Longitude,Bottom Hole Latitude,Bottom Hole Longitude,Lateral Length,Stimulated Lateral Length,Total Proppant,Water Volume Pumped,Proppant Intensity,Fluid Intensity,Number of Stages,Number of Perforation Clusters,Stage Length,Cluster Spacing,Clusters/Stage,Primary Fluid,Primary Treatment Type,Proppant/cluster,Fluid/ cluster,Frac Company,Avg Injection Rate,Avg Injection Pressure,Max Injection Rate,Max Injection Pressure,Oil Gravity API,Gas Gravity,Solution Gas Oil Ratio,Initial Reservoir Pressure,Reservoir Temperature,Formation Compressibility,Water Saturation,N2 PCT,CO2 PCT,H2S PCT,PVT Lab Report,Result,Period Start,Period End,Slope,Variance,Average Oil Rate,Average Gas Rate,Average Water Rate,Average Oil Gravity,Average Gas Gravity,Average Separator Pressure,Average Separator Temperature,Average Separator Gas Oil Ratio,Stock Tank Gas Oil Ratio,Calculated Solution Gas Oil Ratio,Saturation Pressure,Stock Tank Gas Specific Gravity,Oil Specific Gravity,Water Specific Gravity,Corrected Gas Specific Gravity,Gas Pseudo Critical Pressure,Gas Pseudo Critical Temperature,Saturation Pressure,Bob,Boi,Bgi,Bwi,Coi,Cgi,Cwi,Cti,Pressure Gradient,Temperature Gradient,Initial Reservoir Pressure,Reservoir Temperature,Solution Gas Oil Ratio,Oil Gravity,Gas Gravity,Water Saturation,VLime,VClay,VSand,TOC,Isopach,Porosity,Structure ,Maturity,Recombined GOR,Solution GOR at Standard Conditions,Solution GOR at Separator Conditions,Initial Reservoir Pressure,Reservoir Temperature,Saturation Pressure,Fluid Type,Lab Company,Oil Gravity,Gas Gravity,N2 PCT,CO2 PCT,H2S PCT,Casing True Vertical Depth,Casing Measured Depth,Tubing Depth,Casing ID,Tubing ID,Tubing Flow Date,Lift Correlation,Gauge Depth,BHP Gauge Available,BHP All Inputs Available,Gas Lift Valves Data Source,Gas Lift Valve 1 Depth,Gas Lift Valve 2 Depth,Gas Lift Valve 3 Depth,Gas Lift Valve 4 Depth,Gas Lift Valve 5 Depth,Gas Lift Valve 6 Depth,Gas Lift Valve 7 Depth,Gas Lift Valve 8 Depth,Gas Lift Valve 9 Depth,Gas Lift Valve 10 Depth,BHP Last Calculated Value,Last Calculated Date,BHP Results Count,Well Status,Initial Value,Di,De,b,Manual Fit,Initial Value (Manual),Di (Manual),De (Manual),b (Manual),Initial Value (Auto),Di (Auto),De (Auto),b (Auto),Excluded Data,Excluded After Date,Notes,User Name,DateTime Last Processed,MBT Filter,MBT Filter Value,Outlier Filter,Outlier Filter Value,Bourdet Smoothing,Cubic Spline Smoothing,Cumulative Oil Production (Current),Cumulative Gas Production (Current),Cumulative Water Production (Current),Cumulative Liquid Production (Current),Cumulative BOE Production (Current),Cumulative Total Equivalent Rate Production (Current),Liq. Productivity Index Forecast - Initial Value,Liq. Productivity Index Forecast - Di,Liq. Productivity Index Forecast - b,Avg. Pressure Forecast - Initial Value,Avg. Pressure Forecast - Di,Avg. Pressure Forecast - b,Liq. Rate Prediction Forecast - Initial Value,Liq. Rate Prediction Forecast - Di,Liq. Rate Prediction Forecast - b
SILVERTIP 76-7 UNIT A 3H,J7538,1,4230133576,ANADARKO E&P ONSHORE LLC,DELAWARE BASIN PERMIAN OP BUDGET CC,GAS LIFT,JAMES WEAVER,DC1 SILVERTIP EAST,SILVERTIP 76-18 M 1H / 76-7 UNIT A 1H/2H/3H  PAD,TX,LOVING,WOLFCAMP,WC_A,BETA,UPPER_BETA,12108.77083,12563,9/25/2018,5/27/2019,9/25/2018,9/25/2018,base,31.9685163,-103.5976215,32.000076,-103.597585,10418,10547,26568920,592146.65,2519.097374,56.14360956,53,316,199,33.48253968,5.962264151,SLICKWATER FRAC,PNP,84078.86076,1873.881804,PUMPCO,68,10455,72,12485,46,0.78,2689,9873,178,0.000004,0,0.65,0.14,0,FALSE,,,,,,,,,,,,,,,,,,0.797183099,1.0547512,0.777730572,652.7397817,396.2568364,4998.301071,2.677586005,2.489658426,0.000467449,1.003404898,1.49229E-05,3.43647E-05,2.14121E-06,1.89229E-05,0.83493036,0.015179176,10109.98047,183.8011627,2027.615234,46.79294968,0.793637633,0.555894494,0.132847711,0.341153175,0.516267776,,297.2806091,0.065712109,1.080771923,-9061.889648,,,,,,,,,,,,,,12108.77,12563,11563,5,2.44,12/10/2018,PetroleumExperts2,1,TRUE,TRUE,DEFAULT,1051.181818,2102.363636,3153.545454,4204.727272,5255.909091,6307.090909,7358.272727,8409.454545,9460.636363,10511.81818,3385.559,5/27/2019,151,include,2.576,0.087187,90.26723348,2.14,FALSE,,,,,7.22420112,0.05,90.26723348,1.410632939,FALSE,,,SYSTEM.SCHEDULER,5/28/2019,TRUE,5,TRUE,1,0.2,0.2,360195,827547.9577,684469,1044664,498119.6585,1581991.064,100,0.05,6,10218.02462,2.53124E-06,0.637302093,20000,0.05,1.301573505
SILVERTIP 76-7 UNIT A 4H,K0512,1,4230133698,ANADARKO E&P ONSHORE LLC,DELAWARE BASIN PERMIAN OP BUDGET CC,FLOWING,JAMES WEAVER,DC1 SILVERTIP EAST,SILVERTIP 76-7 UNIT A 4H/ 5H/ 6H PAD,TX,LOVING,WOLFCAMP,WC_A,ALPHA,W1_ALPHA,11948.11007,12431,12/6/2018,5/27/2019,12/6/2018,12/6/2018,base,31.9685165,-103.5954611,31.9999507,-103.5955546,10605,10644,26555960,585804.29,2494.922961,55.03610391,53,318,201,33.57728707,6,SLICKWATER FRAC,PNP,83509.30818,1842.151855,PUMPCO,68,11478,74,12320,46,0.78,2689,9873,178,0.000004,0,0.65,0.14,0,FALSE,,,,,,,,,,,,,,,,,,0.797183099,1.0547512,0.777730572,652.7397817,396.2568364,4998.301071,2.677586005,2.489658426,0.000467449,1.003404898,1.49229E-05,3.43647E-05,2.14121E-06,1.89229E-05,0.83493036,0.015094499,9975.839844,180.3507385,2023.087402,46.79294968,0.793637633,0.6662637,0.06490735,0.254561692,0.572051406,0.192456886,191.0089417,0.071197301,1.062760115,-8868.30957,,,,,,,,,,,,,,11948.11,12431,11431,3.4,2.44,,PetroleumExperts2,,FALSE,TRUE,DEFAULT,1039.181818,2078.363636,3117.545454,4156.727272,5195.909091,6235.090909,7274.272727,8313.454545,9352.636363,10391.81818,3593.3315,5/27/2019,89,include,2.576,0.087187,74.53964543,2.14,FALSE,,,,,2.281399816,0.05,74.53964543,2.919651954,FALSE,,,SYSTEM.SCHEDULER,5/28/2019,TRUE,5,TRUE,1,0.2,0.2,145112,330016.0706,443634,588746,200114.6792,805332.8449,4.617198906,0.05,2.54824146,10282.89573,2.75598E-05,9.648857871,6808.535641,0.061674645,4.862351922
SILVERTIP 76-7 UNIT A 5H,K0513,1,4230133699,ANADARKO E&P ONSHORE LLC,DELAWARE BASIN PERMIAN OP BUDGET CC,GAS LIFT,JAMES WEAVER,DC1 SILVERTIP EAST,SILVERTIP 76-7 UNIT A 4H/ 5H/ 6H PAD,TX,LOVING,WOLFCAMP,WC_A,BETA,UPPER_BETA,12121.78764,12445,10/11/2018,5/27/2019,10/11/2018,10/11/2018,base,31.9685168,-103.5953656,31.9999509,-103.593958,10641,10680,26600960,590381.74,2490.726592,55.27918914,53,318,202,33.69085174,6,SLICKWATER FRAC,PNP,83650.81761,1856.546352,PUMPCO,68,11127,72,12190,46,0.78,2689,9873,178,0.000004,0,0.65,0.14,0,FALSE,,,,,,,,,,,,,,,,,,0.797183099,1.0547512,0.777730572,652.7397817,396.2568364,4998.301071,2.677586005,2.489658426,0.000467449,1.003404898,1.49229E-05,3.43647E-05,2.14121E-06,1.89229E-05,0.83493036,0.015094499,10120.84863,182.9723053,2009.067017,46.79294968,0.793637633,0.555894494,0.132847711,0.341153175,0.516267776,,297.2806091,0.065712109,1.074090838,-9069.362305,,,,,,,,,,,,,,12121.79,12445,11445,5,2.44,12/10/2018,PetroleumExperts2,,FALSE,TRUE,DEFAULT,1040.454545,2080.909091,3121.363636,4161.818182,5202.272727,6242.727272,7283.181818,8323.636363,9364.090909,10404.54545,3239.9636,5/27/2019,152,include,2.576,0.087187,92.31189978,2.14,FALSE,,,,,8.914157383,0.05,92.31189978,1.229554126,FALSE,,,SYSTEM.SCHEDULER,5/28/2019,TRUE,5,TRUE,1,0.2,0.2,378406,976231.3184,755643,1134049,541111.2203,1701189.664,,,,,,,,,
SILVERTIP 76-7 UNIT A 6H,K0514,1,4230133700,ANADARKO E&P ONSHORE LLC,DELAWARE BASIN PERMIAN OP BUDGET CC,GAS LIFT,JAMES WEAVER,DC1 SILVERTIP EAST,SILVERTIP 76-7 UNIT A 4H/ 5H/ 6H PAD,TX,LOVING,WOLFCAMP,WC_A,DELTA,UPPER_DELTA,12512.03663,12835,12/15/2018,5/27/2019,12/15/2018,12/15/2018,base,31.9685169,-103.5952694,31.9999509,-103.5939257,9614,10631,24218910,554864.56,2278.140344,52.19307309,34,316,313,33.74920635,9.294117647,SLICKWATER FRAC,,76642.12025,1755.900506,PUMPCO,66,10926,71,12490,46.79294968,0.793637633,2177.663818,10446.67969,188.8629303,0.000004,0.621797144,1.125,5.502,0,FALSE,,,,,,,,,,,,,,,,,,0.793637664,1.0547512,0.748748014,656.6957652,389.4012854,4491.973797,2.351240899,2.190683241,0.000461369,1.005463198,1.18819E-05,3.24559E-05,2.15126E-06,9.83142E-06,0.83493036,0.015094499,10446.67969,188.8629303,2177.663818,46.79294968,0.793637633,0.621797144,,0.316087723,,,150.0610352,0.08265537,,-9287.498047,,,,,,,,,,,,,,12512.0366,12835,11835,3.92,2.441,,PetroleumExperts2,,FALSE,TRUE,DEFAULT,1075.909091,2151.818182,3227.727273,4303.636364,5379.545455,6455.454545,7531.363636,8607.272727,9683.181818,10759.09091,3068.5859,5/27/2019,92,include,2.576,0.087187,79.71036826,2.14,FALSE,,,,,1.265513957,0.05,79.71036826,2.378128859,FALSE,,,SYSTEM.SCHEDULER,5/28/2019,TRUE,5,TRUE,1,0.2,0.2,82987,259898.6698,294420,377407,126303.4452,513681.2013,1.087780967,0.05,2.328892737,9746.122168,1.00E-07,28.61134854,6048,0.051283083,2.211341447
SILVERTIP 76-7 UNIT A 7H,K0515,1,4230133668,ANADARKO E&P ONSHORE LLC,DELAWARE BASIN PERMIAN OP BUDGET CC,GAS LIFT,JAMES WEAVER,DC1 SILVERTIP EAST,SILVERTIP 76-7 UNIT A 7H/ 8H/ 9H PAD,TX,LOVING,BONE SPRING,BSPG3,SAND_BSPG3,D_BSPG3,11873.07715,12400,11/14/2018,5/27/2019,11/14/2018,11/14/2018,base,31.9707168,-103.5923215,31.9999516,-103.592362,10497,22916,26516620,594238.79,1157.122534,25.93117429,53,318,432,72.29022082,6,SLICKWATER FRAC,PNP,83385.59748,1868.67544,PUMPCO,66,8396,76,8980,46,0.78,3510,7548,169,0.000004,0,0.65,0.14,0,FALSE,,,,,,,,,,,,,,,,,,0.797183099,1.0547512,0.777730572,652.7397817,396.2568364,5467.784391,3.259677415,3.096240939,0.000509951,1.006395112,2.47672E-05,5.21219E-05,2.26478E-06,2.87672E-05,0.83493036,0.015094499,9913.192383,179.2181549,2009.397949,46.79294968,0.793637633,0.694022059,0.071007252,0.192749277,0.677627504,,373.5950928,0.073328942,1.024051666,-9169.003906,,,,,,,,,,,,,,11873.08,12400,11400,6,2.44,12/10/2019,PetroleumExperts2,,FALSE,TRUE,DEFAULT,1036.363636,2072.727273,3109.090909,4145.454545,5181.818182,6218.181818,7254.545454,8290.90909,9327.272727,10363.63636,4100.2038,5/2/2019,155,include,2.576,0.087187,96.08327243,2.14,FALSE,,,,,18.03594337,0.068824802,96.08327243,1.01,FALSE,,,SYSTEM.SCHEDULER,5/28/2019,TRUE,5,TRUE,1,0.2,0.2,228680,523739.7684,704222,932902,315969.9617,1412350.627,,,,,,,,,
SILVERTIP 76-7 UNIT A 8H,K0516,1,4230133670,ANADARKO E&P ONSHORE LLC,DELAWARE BASIN PERMIAN OP BUDGET CC,GAS LIFT,JAMES WEAVER,DC1 SILVERTIP EAST,SILVERTIP 76-7 UNIT A 7H/ 8H/ 9H PAD,TX,LOVING,WOLFCAMP,WC_A,BETA,MIDDLE_BETA,14133.91453,12470,10/18/2018,5/27/2019,10/18/2018,10/18/2018,base,31.9707169,-103.5922258,31.9999516,-103.5923297,10286,10125,26068500,574772.86,2574.666667,56.76768988,52,312,199,32.5562701,6,SLICKWATER FRAC,PNP,83552.88462,1842.220705,PUMPCO,68,11024,72,12270,46,0.78,2689,9873,178,0.000004,0,0.65,0.14,0,FALSE,,,,,,,,,,,,,,,,,,0.797183099,1.0547512,0.777730572,652.7397817,396.2568364,4998.301071,2.677586005,2.489658426,0.000467449,1.003404898,1.49229E-05,3.43647E-05,2.14121E-06,1.89229E-05,0.83493036,0.015094499,11800.83398,213.3443604,2009.067017,46.79294968,0.793637633,0.550525069,0.132087231,0.338344008,0.517626226,,293.6679382,0.065737061,1.074090838,-9075.833984,,,,,,,,,,,,,,12454.6,12470,11470,5,2.44,12/10/2018,PetroleumExperts2,,FALSE,TRUE,DEFAULT,1042.727273,2085.454545,3128.181818,4170.909091,5213.636364,6256.363636,7299.090909,8341.818182,9384.545454,10427.27273,3108.1772,5/27/2019,132,include,2.576,0.087187,93.2129038,2.14,FALSE,,,,,8.370308409,0.05,93.2129038,1.148281867,FALSE,,,SYSTEM.SCHEDULER,5/28/2019,TRUE,5,TRUE,1,0.2,0.2,376173,914648.3575,592392,968565,528614.3952,1531073.062,,,,,,,,,
SILVERTIP 76-7 UNIT A 9H,K0517,1,4230133671,ANADARKO E&P ONSHORE LLC,DELAWARE BASIN PERMIAN OP BUDGET CC,GAS LIFT,JAMES WEAVER,DC1 SILVERTIP EAST,SILVERTIP 76-7 UNIT A 7H/ 8H/ 9H PAD,TX,LOVING,WOLFCAMP,WC_A,DELTA,UPPER_DELTA,12516.9483,13030,11/20/2018,5/27/2019,11/20/2018,11/20/2018,base,31.9707172,-103.5921289,31.9999519,-103.5907654,10622,10661,26259140,590746.5,2463.102898,55.41192196,53,318,201,33.63091483,6,SLICKWATER FRAC,PNP,82575.91195,1857.693396,PUMPCO,65,11375,72,12880,46,0.78,3101,9873,178,0.000004,0,0.65,0.14,0,FALSE,,,,,,,,,,,,,,,,,,0.797183099,1.0547512,0.777730572,652.7397817,396.2568364,5296.459653,2.970243904,2.747722812,0.000467449,1.003404898,1.70091E-05,3.43647E-05,2.14121E-06,2.10091E-05,0.83493036,0.015094499,10450.78027,188.9370575,2177.663818,46.79294968,0.793637633,0.621797144,,0.316087723,,,150.0610352,0.08265537,,-9287.498047,,,,,,,,,,,,,,12516.95,13030,12030,5,2.44,12/11/2018,PetroleumExperts2,,FALSE,TRUE,DEFAULT,1093.636364,2187.272727,3280.909091,4374.545454,5468.181818,6561.818182,7655.454545,8749.090909,9842.727272,10936.36364,4247.6916,5/27/2019,94,include,2.576,0.087187,89.61856468,2.14,FALSE,,,,,5.257272783,0.05,89.61856468,1.467670789,FALSE,,,SYSTEM.SCHEDULER,5/28/2019,TRUE,5,TRUE,1,0.2,0.2,164198,567485.6915,623884,788082,258778.9487,1105101.906,,,,,,,,,
SILVERTIP 76-7 UNIT B 1H,J6661,1,4230132898,ANADARKO E&P ONSHORE LLC,DELAWARE BASIN PERMIAN OP BUDGET CC,FLOWING,JAMES WEAVER,DC1 SILVERTIP EAST,SILVERTIP 76-7 UNIT B/ 76-8 UNIT C/ 76-18 N/ 76-17 PAD,TX,LOVING,WOLFCAMP,WC_A,BETA,MIDDLE_BETA,12289.48301,12692,5/10/2017,5/27/2019,5/11/2017,6/21/2017,base,31.9685176,-103.5806342,31.9981965,-103.5824664,9432,9471,23400990,528136.88,2470.804561,55.76358146,47,282,202,33.70462633,6,SLICKWATER FRAC,PNP,82982.23404,1872.825816,PUMPCO,59,8847,71,10070,46.9,0.78,2644.427645,10274.63184,185.5035858,0.000004,0.550525069,0.65,0.135,0,FALSE,TRUE,5/18/2017,5/18/2017,30.19162296,783.36,2234.181818,5374.516364,4651.636364,46.9,0.78,393.8181818,141.6363636,2405.919907,238.5077389,2644.427645,4480.180288,1.496561066,0.793161435,1.0547512,0.777767979,652.7346719,396.2656044,4966.489208,2.657707263,2.463935444,0.000465437,1.004797732,1.42617E-05,3.25757E-05,2.14703E-06,1.15923E-05,0.836050808,0.015094499,10274.63184,185.5035858,1980.358398,46.55527115,0.794695675,0.550525069,0.132087231,0.338344008,0.517626226,,293.6679382,0.065737061,1.069098234,-9072.400391,,,,,,,,,,,,,,12289.5,12692,11692,3.826,2.441,5/11/2017,PetroleumExperts2,,FALSE,TRUE,DEFAULT,1062.909091,2125.818182,3188.727273,4251.636364,5314.545455,6377.454545,7440.363636,8503.272727,9566.181818,10629.09091,3820.7304,5/27/2019,647,include,2.576,0.087187,85.68115416,2.14,FALSE,,,,,7.832287868,0.05,85.68115416,1.816682871,FALSE,,,SYSTEM.SCHEDULER,5/28/2019,TRUE,5,TRUE,1,0.2,0.2,618059.2603,1491261.606,1578696,2196755.258,866602.8617,3124386.018,7.086667639,0.05,1.70543993,10361.29509,3.59E-07,21.37004881,11591.08825,0.05,3.537177085
SILVERTIP 76-7 UNIT B 2H,K0519,1,4230133703,ANADARKO E&P ONSHORE LLC,DELAWARE BASIN PERMIAN OP BUDGET CC,,JAMES WEAVER,DC1 SILVERTIP EAST,SILVERTIP 76-7 UNIT A 10H/ SILVERTIP 76-7 UNIT B 2 PAD,TX,LOVING,WOLFCAMP,WC_A,BETA,MIDDLE_BETA,12307.13124,12768,12/13/2018,5/27/2019,12/13/2018,12/13/2018,base,31.9680238,-103.5908238,31.9999523,-103.5891682,10567,10606,26580850,577857.19,2506.20875,54.48398925,53,318,200,33.45741325,6,SLICKWATER FRAC,PNP,83587.57862,1817.160975,PUMPCO,69,11353,76,12290,46.79294968,0.793637633,1995.20874,10275.59766,185.769989,0.000004,0.550525069,1.125,5.502,0,FALSE,,,,,,,,,,,,,,,,,,0.793637664,1.0547512,0.748748014,656.6957652,389.4012854,4280.24048,2.224847152,2.08114223,0.000462128,1.004883226,1.11388E-05,3.3227E-05,2.14823E-06,1.01893E-05,0.83493036,0.015094499,10275.59766,185.769989,1995.20874,46.79294968,0.793637633,0.550525069,0.132087231,0.338344008,0.517626226,,293.6679382,0.065737061,1.074090838,-9081.851563,,,,,,,,,,,,,,12307.1312,12768,11768,1.87,2.441,,PetroleumExperts2,,FALSE,TRUE,DEFAULT,1069.818182,2139.636364,3209.454545,4279.272727,5349.090909,6418.909091,7488.727273,8558.545454,9628.363636,10698.18182,4173.2229,5/27/2019,88,include,2.576,0.087187,78.46143473,2.14,FALSE,,,,,2.131176118,0.05,78.46143473,2.503342248,FALSE,,,SYSTEM.SCHEDULER,5/28/2019,TRUE,5,TRUE,1,0.2,0.2,249080,547964.9107,264610,513690,340407.485,808652.5976,1.280291326,0.05,3.184838866,9509.687435,1.00E-07,100,5908,0.05,2.575168427
SILVERTIP 76-7 UNIT B 3H,K0520,1,4230133704,ANADARKO E&P ONSHORE LLC,DELAWARE BASIN PERMIAN OP BUDGET CC,FLOWING,JAMES WEAVER,DC1 SILVERTIP EAST,SILVERTIP 76-7 UNIT A 10H/ SILVERTIP 76-7 UNIT B 2 PAD,TX,LOVING,WOLFCAMP,WC_A,ALPHA,W1_ALPHA,11960.14609,12357,12/19/2018,5/27/2019,12/19/2018,12/19/2018,base,31.9680248,-103.5907224,31.9999524,-103.588636,7769,7808,19516230,426922.52,2499.517162,54.67757684,39,234,200,33.51072961,6,SLICKWATER FRAC,PNP,83402.69231,1824.455214,PUMPCO,57,8580,71,8980,46.62473297,0.794386864,1994.994141,9985.888672,180.5324097,0.000004,0.584038019,1.125,5.502,0,FALSE,,,,,,,,,,,,,,,,,,0.794387156,1.0547512,0.74955042,656.586322,389.5927602,4251.412173,2.220298739,2.08020365,0.000463694,1.003929884,1.1368E-05,3.45762E-05,2.14448E-06,9.98111E-06,0.83493036,0.015094499,9985.888672,180.5324097,1994.994141,46.62473297,0.794386864,0.584038019,0.06490735,0.254561692,0.572051406,0.192456886,191.0089417,0.071197301,1.062760115,-8889.849609,,,,,,,,,,,,,,11960.1461,12357,11357,3,2.441,,PetroleumExperts2,,FALSE,TRUE,DEFAULT,1032.454545,2064.909091,3097.363636,4129.818182,5162.272727,6194.727272,7227.181818,8259.636363,9292.090909,10324.54545,3676.6398,5/27/2019,88,include,2.576,0.087187,74.09456644,2.14,FALSE,,,,,1.995851989,0.05,74.09456644,2.969389675,FALSE,,,SYSTEM.SCHEDULER,5/28/2019,TRUE,5,TRUE,1,0.2,0.2,167686,346093.7003,484160,651846,225368.2836,844270.6633,1.74111684,0.05,3.14048858,9512.633186,1.00E-07,40.34484882,8024,0.135172414,4.283027707
SILVERTIP 76-8 D 1H,J7513,1,4230132905,ANADARKO E&P ONSHORE LLC,DELAWARE BASIN PERMIAN OP BUDGET CC,GAS LIFT,JAMES WEAVER,DC1 SILVERTIP EAST,SILVERTIP 76-8 D/ 76-9 E/ 76-17 P/ 76-16 Q 1H PAD,TX,LOVING,BONE SPRING,BSPG2,SAND_BSPG2,SAND_BSPG2,10851.82753,11432,5/18/2017,5/27/2019,5/20/2017,7/29/2017,base,31.968519,-103.5653819,31.9838402,-103.5654449,4561,4600,11435700,256933.36,2486.021739,55.85507826,23,138,200,33.57664234,6,SLICKWATER FRAC,PNP,82867.3913,1861.835942,PUMPCO,60.46086957,6468.565217,71.9,8760,46,0.7776,3510,7169.150879,159.3517609,0.000004,0.693352044,1.224,2.224,0,TRUE,TRUE,5/27/2017,5/27/2017,41.11209044,322.56,918.5454545,2619.425455,3067.636364,46.5,0.78,239.4545455,112.1818182,2853.008817,161.1121278,3014.120944,4499.837813,1.55827276,0.797183099,1.0547512,0.758098351,655.4201488,391.6266036,5400.620512,3.246732512,3.101829187,0.000511574,1.004403544,2.58816E-05,5.64222E-05,2.26084E-06,1.35041E-05,,,7169.150879,159.3517609,1924.697388,44.29777527,0.803710699,0.693352044,0.17029883,0.175587803,0.592505753,,169.300766,0.060113955,0.945601761,-7552.350586,2407,3510,2864,7548,169,4757,Bubble Point (Oil),Corelab,46,0.7776,1.224,2.224,0,10817.4,11432,10432,3.826,2.441,5/18/2017,PetroleumExperts2,,FALSE,TRUE,DEFAULT,948.363636,1896.727273,2845.090909,3793.454545,4741.818182,5690.181818,6638.545454,7586.90909,8535.272727,9483.636363,2013.9989,5/27/2019,552,include,2.576,0.087187,88.77665923,2.14,FALSE,,,,,3.937542432,0.05,88.77665923,1.541705339,FALSE,,,SYSTEM.SCHEDULER,5/28/2019,TRUE,5,TRUE,1,0.2,0.2,213706.9898,507898.5101,456767,670473.9906,298356.7412,1128631.205,2.634921664,0.05,1.601705867,7193.168309,6.76E-07,17.57316322,4525.313133,0.05,2.713906117
SILVERTIP 76-8 UNIT C 1H,J7506,1,4230132899,ANADARKO E&P ONSHORE LLC,DELAWARE BASIN PERMIAN OP BUDGET CC,GAS LIFT,JAMES WEAVER,DC1 SILVERTIP EAST,SILVERTIP 76-7 UNIT B/ 76-8 UNIT C/ 76-18 N/ 76-17 PAD,TX,LOVING,WOLFCAMP,WC_B,FOXTROT,MIDDLE_FXT,13036.73872,13541,4/30/2017,5/27/2019,5/2/2017,6/21/2017,base,31.9685177,-103.5805377,31.9837801,-103.5801879,4561,4600,11482010,255047.76,2496.08913,55.44516522,23,138,200,33.57664234,6,SLICKWATER FRAC,PNP,83202.97101,1848.172174,PUMPCO,61,10053,71,12150,47.9,0.8134,4909,11083.49902,195.7089233,0.000004,0.553101599,0.65,0.135,0,TRUE,TRUE,5/8/2017,5/8/2017,57.99461679,236.16,1206.545455,6002.050909,6914.181818,46.8,0.78,356.4545455,155,4976.460628,202.8998683,5179.360496,5599.907483,1.568311593,0.788740245,1.0547512,0.811432243,648.1320559,404.0723199,5984.787913,4.454158313,3.949709362,0.000463892,1.006139582,2.35683E-05,2.84894E-05,2.14287E-06,1.57178E-05,0.850174189,0.015012108,11083.49902,195.7089233,1543.566284,46.55527115,0.794695675,0.553101599,0.101372883,0.280102551,0.508751929,1.890847325,,0.087560713,1.147398114,-9797.74707,3505,4909,3838,10322,203,4763,Bubble Point (Oil),Corelab,47.9,0.8134,0.65,0.135,0,13036.8,13541,12541,3.826,2.441,5/1/2017,PetroleumExperts2,,FALSE,TRUE,DEFAULT,1140.090909,2280.181818,3420.272727,4560.363636,5700.454545,6840.545454,7980.636363,9120.727272,10260.81818,11400.90909,3191.1501,5/27/2019,672,include,2.576,0.087187,98.06914437,2.14,FALSE,,,,,21.05898026,0.362035707,98.06914437,1.306495722,FALSE,,,SYSTEM.SCHEDULER,5/28/2019,TRUE,5,TRUE,1,0.2,0.2,173979.3801,692780.9996,864479,1038458.38,289442.8798,1563678.476,18.7709116,0.319939649,1.264077107,11144.7071,5.26E-07,7.778904911,8186.965663,0.05,1.878702279
SILVERTIP 76-9 UNIT E 1H,J7514,1,4230132907,ANADARKO E&P ONSHORE LLC,DELAWARE BASIN PERMIAN OP BUDGET CC,GAS LIFT,JAMES WEAVER,DC1 SILVERTIP EAST,SILVERTIP 76-8 D/ 76-9 E/ 76-17 P/ 76-16 Q 1H PAD,TX,LOVING,BONE SPRING,BSPG3,SAND_BSPG3,D_BSPG3,11995.68263,12714,5/7/2017,5/27/2019,5/8/2017,7/29/2017,base,31.9685191,-103.5652855,31.9998995,-103.56313,9961,10000,25205000,574225.4,2520.5,57.42254,50,300,200,33.44481605,6,SLICKWATER FRAC,PNP,84016.66667,1914.084667,PUMPCO,59,7869,71,8790,46.3,0.78,1982.761321,10029,179.9003296,0.000004,0.673764706,1.224,2.224,0,FALSE,TRUE,5/16/2017,5/17/2017,8.275892827,236.16,1097.454545,2017.221818,4900.363636,46.3,0.78,238.4545455,133.9090909,1838.388296,144.3730254,1982.761321,3955.287991,1.390957,0.79583802,1.0547512,0.760584058,655.0809312,392.2160083,4332.009786,2.198240797,2.062064026,0.000464002,1.003632455,1.12337E-05,3.40544E-05,2.13914E-06,9.10611E-06,0.836050808,0.014997089,10029,179.9003296,1906.934082,46.40878296,0.795351326,0.673764706,0.086009637,0.167373657,0.666749895,,387.910614,0.079641908,1.012359619,-9267.398438,,,,,,,,,,,,,,11991.3,12714,11714,3.92,2.441,5/8/2017,PetroleumExperts2,,FALSE,TRUE,DEFAULT,1064.909091,2129.818182,3194.727273,4259.636364,5324.545455,6389.454545,7454.363636,8519.272727,9584.181818,10649.09091,4223.7185,5/27/2019,626,include,2.576,0.087187,83.33597841,2.14,FALSE,,,,,6.348307471,0.05,83.33597841,2.030945973,FALSE,,,SYSTEM.SCHEDULER,5/28/2019,TRUE,5,TRUE,1,0.2,0.2,582970.87,1180979.07,1671375,2254345.872,779800.7155,2952220.442,5.122822485,0.05,2.219176453,10065.58368,2.33E-07,40.37076571,9546.07289,0.05,4.890043359
